turn,x_m,xp_rad,y_m,yp_rad,z_m,dE_GeV,action_x,action_x_normalised
575.0,0.008168444648015307,-0.001017533685357729,-4.306569563944922e-14,-2.0693028554502487e-14,-5.973315106795159,2.1418465976650944e-06,5.717769739782125e-06,1.0420625478045051
576.0,-0.006187242305101271,0.0001910626132353914,-2.926343391767755e-13,3.748712697554661e-15,-5.95649665239439,2.1679941288449426e-06,5.352701336463984e-06,0.9755288943350808
577.0,-0.0007610154100265949,0.0007109914768903717,-1.8697778003305476e-13,2.3540058476152658e-14,-5.9343422906626175,2.1940444079153787e-06,5.1986944935264624e-06,0.9474611738016343
578.0,0.007625789018853689,-0.0010839877675028443,1.4040916841519878e-13,1.5509955443761267e-14,-5.915510468070747,2.220012019992592e-06,5.847953862085963e-06,1.0657885816158634
579.0,-0.007153251133201327,0.0003885203554745448,3.0623715892007666e-13,-1.1472397193890106e-14,-5.897614038109902,2.2459010712163853e-06,5.3840195067824194e-06,0.9812366254679977
580.0,0.0008426782616525364,0.0005558614568030717,1.0170512107150662e-13,-2.457247230593808e-14,-5.874613233171417,2.2716891546566996e-06,5.302336280443807e-06,0.9663498715717923
581.0,0.006829873090077827,-0.0011093441468156395,-2.2160070580036467e-13,-8.860185470507078e-15,-5.855616391266285,2.2973938467102606e-06,5.949141707372465e-06,1.0842300489475154
582.0,-0.007817779141520325,0.0005634350592642203,-2.8709596289116636e-13,1.7828415352271725e-14,-5.836592394131486,2.323015028172399e-06,5.400228256003266e-06,0.984190667214779
583.0,0.002362729727281325,0.00038535772017608225,-1.1196602069206777e-14,2.344492857770191e-14,-5.812863335170889,2.3485320449979656e-06,5.391752489148007e-06,0.9826459601688943
584.0,0.005831504800147128,-0.0010957860687033445,2.77693655463999e-13,1.7322072165421238e-15,-5.793640971245417,2.37396468045149e-06,5.997054756757527e-06,1.092962193924935
585.0,-0.008178892445765371,0.000710843595055514,2.4528386172303325e-13,-2.2372167807398103e-14,-5.773461225957015,2.3993087318681347e-06,5.38194017203626e-06,0.9808576670695429
586.0,0.003748429973989524,0.00020726055495607734,-7.909039563502016e-14,-2.0216939648777734e-14,-5.749114515024205,2.4245459073104626e-06,5.450422476756524e-06,0.9933385552801692
587.0,0.004686905562125904,-0.0010474658087618318,-3.122678251998399e-13,5.623528790786352e-15,-5.729594566512274,2.44969739505881e-06,5.9817521944471056e-06,1.09017330458611
588.0,-0.008252597602297166,0.0008279692563800256,-1.8495047831300167e-13,2.5166352439132845e-14,-5.708251920532652,2.4747551939269683e-06,5.323118880888982e-06,0.970137496914454
589.0,0.004963211937669628,2.8863466109447576e-05,1.6009141125732237e-13,1.567458105015706e-14,-5.683385510323496,2.499703835470911e-06,5.474512166601278e-06,0.9977288970948786
590.0,0.0034540106894592223,-0.0009701107696384855,3.1963810673093354e-13,-1.2220121770865746e-14,-5.663490721146085,2.524565143864062e-06,5.908848033595545e-06,1.0768865338590639
591.0,-0.008070317216922213,0.0009142104835747449,1.0921107386492811e-13,-2.568583628985818e-14,-5.64099744229815,2.5493277123863906e-06,5.230899869602181e-06,0.9533305980306247
592.0,0.005985725057234776,-0.00014346536659115124,-2.2149275203128669e-13,-9.977006497934981e-15,-5.615692849427019,2.5739792000721627e-06,5.471553099988616e-06,0.9971896077156542
593.0,0.0021883128282301095,-0.0008704503468910882,-3.004180912368037e-13,1.717199828792822e-14,-5.595346830275491,2.5985413738203644e-06,5.795762635380428e-06,1.056276739560488
594.0,-0.007674777285048149,0.0009709226041648553,-3.18747469537082e-14,2.416426751812733e-14,-5.571731808422918,2.622999883526389e-06,5.121302014007582e-06,0.9333564077724543
595.0,0.0068094215729988606,-0.0003046335762129654,2.665395749608983e-13,4.091248554718332e-15,-5.5460519857843185,2.6473456652309855e-06,5.455856160653363e-06,0.9943288432321497
596.0,0.0009390803667231309,-0.0007555640401232061,2.6463965242276847e-13,-2.0484080931970565e-14,-5.5251843510096545,2.67159984323583e-06,5.665288370895218e-06,1.0324978273866727
597.0,-0.007115043728136682,0.0010010213218309306,-3.399421516821605e-14,-2.153705602757199e-14,-5.500489432777161,2.6957456167233633e-06,5.013249811429979e-06,0.913663912509748
598.0,0.007440683613303518,-0.000451013192193075,-2.9177084517576106e-13,1.0747316598614389e-15,-5.474478379083768,2.719777208187946e-06,5.443011780007354e-06,0.9919879570772167
599.0,-0.0002533192666978708,-0.0006322783489155547,-2.2306208701468616e-13,2.258961672728885e-14,-5.453028534591249,2.7437146401976677e-06,5.5392031936488496e-06,1.0095188256042855
600.0,-0.006441679007158737,0.0010084895158954312,8.768696000918145e-14,1.839900177017901e-14,-5.427304489911403,2.7675391500822563e-06,4.92328857370235e-06,0.8972684924672346
601.0,0.007895952384999643,-0.0005804450684764142,2.947847059968822e-13,-5.207626260820931e-15,-5.400988355134101,2.7912481387142063e-06,5.445531102456986e-06,0.9924471031586579
602.0,-0.0013586502088201698,-0.0005067140910408063,1.8203770352794216e-13,-2.342841880409656e-14,-5.37890780891358,2.8148601992683846e-06,5.433907826246427e-06,0.9903287630762411
603.0,-0.005702834233700941,0.0009978856831324232,-1.3235608858181922e-13,-1.5427881931700416e-14,-5.35221043271088,2.8383550650153776e-06,4.862407879893225e-06,0.886172996532615
604.0,0.008198521235513402,-0.0006920901894698753,-2.92715350048569e-13,8.483837640131534e-15,-5.325599664923523,2.8617331161444758e-06,5.4706367123515745e-06,0.9970225962270335
605.0,-0.002356686912645519,-0.0003840279334050234,-1.4344643472548358e-13,2.336929575325449e-14,-5.302853009231924,2.8850113151417518e-06,5.35874230094683e-06,0.9766298590690037
606.0,-0.004941688733734167,0.0009739315038696332,1.6143647982210212e-13,1.2769572816818862e-14,-5.275239731269814,2.9081682987520936e-06,4.835201832895906e-06,0.8812146991649432
607.0,0.008375576541898628,-0.0007861886851149641,2.8808584030746585e-13,-1.1072164207691077e-14,-5.248331753292928,2.931207163066111e-06,5.520131923810563e-06,1.006043089969239
608.0,-0.0032361172366095767,-0.0002683346190032518,1.1337505719155428e-13,-2.3248684409929085e-14,-5.224896634617782,2.9541431530679244e-06,5.316522550102512e-06,0.9689353167675891
609.0,-0.004195224917705827,0.0009412150499584763,-1.814291316497694e-13,-1.08230578512793e-14,-5.196423831161102,2.976954154580764e-06,4.8407703383424165e-06,0.8822295583210721
610.0,0.008455819908880224,-0.0008637872217895256,-2.785030447407024e-13,1.2116647616772534e-14,-5.169205807205236,2.9996456757729436e-06,5.591642365485048e-06,1.0190758556169124
611.0,-0.003992909704165683,-0.00016276266676587762,-9.115813090810944e-14,2.277099097909119e-14,-5.145072236901828,3.0222312566248832e-06,5.305330012592686e-06,0.9668954787390064
612.0,-0.0034940512667270807,0.0009040072822124205,1.9182688787269144e-13,9.535818918548e-15,-5.1157932865746725,3.0446883102046245e-06,4.874487507071093e-06,0.8883745065000273
613.0,0.008467737306208803,-0.00092647574823335,2.7544529302507607e-13,-1.3209593294314123e-14,-5.088244672003321,3.0670244322535514e-06,5.680397035081005e-06,1.0352513788257631
614.0,-0.0046284902965951094,-6.959000956578737e-05,7.811616682584098e-14,-2.268076541334888e-14,-5.063413973345615,3.089251553743045e-06,5.32063062101223e-06,0.9696840119815565
615.0,-0.002862902098778869,0.0008661662475517025,-2.006832861634236e-13,-8.454758429618079e-15,-5.033378011890753,3.1113468248707424e-06,4.9298909255436995e-06,0.8984717699503115
616.0,0.00843840125417018,-0.000976150967882198,-2.7040358977973273e-13,1.3731867906751659e-14,-5.005472710770777,3.1333195987028483e-06,5.780908870496832e-06,1.053569643475209
617.0,-0.00514792671446346,9.582941061648455e-06,-7.429881615166436e-14,2.248765613341784e-14,-4.9799563021035995,3.1551803618800076e-06,5.357114689263683e-06,0.9763332271207852
618.0,-0.0023214917934617453,0.0008310969527351337,2.0288735273575984e-13,8.437055102759246e-15,-4.949207602406598,3.176906145952672e-06,5.000237800161681e-06,0.9112924757028469
619.0,0.00839262346606737,-0.0010148068648554514,2.774022436803202e-13,-1.3802075839058817e-14,-4.920915655213682,3.1985077354501465e-06,5.8882055711402125e-06,1.073124448640854
620.0,-0.005558196353079406,7.364967129890858e-05,7.83210579710379e-14,-2.2979899727202716e-14,-4.89473377634495,3.2199943930448567e-06,5.409987980215319e-06,0.9859693752672424
621.0,-0.00188549745084997,0.0008017388735313567,-2.030507887107493e-13,-9.055902629799161e-15,-4.863311687791629,3.24134311552634e-06,5.079551582847442e-06,0.9257473989024451
622.0,0.00835228336184255,-0.0010443447398630979,-2.8362494662681233e-13,1.3487320208342096e-14,-4.83460047206622,3.2625658029485928e-06,5.998509477518156e-06,1.0932273165323771
623.0,-0.005866547317429844,0.0001218181500145393,-9.242378722412907e-14,2.3596862017820565e-14,-4.8077808906764705,3.28367075911344e-06,5.47568584761886e-06,0.9979428002576767
624.0,-0.0015675258337222767,0.0007805600938326718,1.9372649790273755e-13,1.0397912533184056e-14,-4.775720292536034,3.3046349772676e-06,5.1631688849694954e-06,0.9409866377762314
625.0,0.00833569538720988,-0.0010663941030023634,2.880817098171824e-13,-1.2350425168524559e-14,-4.746555254684838,3.3254711681968528e-06,6.109419269278081e-06,1.1134406069301501
626.0,-0.006078942843681585,0.00015344435617496783,1.1433463379538545e-13,-2.3945922199352245e-14,-4.719131941156565,3.346186977635545e-06,5.5521066806139585e-06,1.011870483875669
627.0,-0.0013779638637622183,0.0007695425399050713,-1.7203366081774583e-13,-1.2177006004079414e-14,-4.686464183812516,3.3667593837864356e-06,5.247885637583899e-06,0.9564262513124094
628.0,0.008356912687204678,-0.0010821378766384623,-2.888541305766708e-13,1.0099325874419709e-14,-4.656809145654465,3.387201611733572e-06,6.219709214493744e-06,1.1335409304022583
629.0,-0.006198589110063762,0.0001678865352726734,-1.4388203601806635e-13,2.3331234495972797e-14,-4.628820869544799,3.4075209781456563e-06,5.638493078086342e-06,1.027614389898921
630.0,-0.0013256199677474058,0.0007701453133842586,1.3222068380103847e-13,1.4418230326376284e-14,-4.595575189152505,3.4276944043322383e-06,5.3318174643711006e-06,0.9717228122521108
631.0,0.008424885166108238,-0.0010921382695855547,2.7977080774551583e-13,-6.435731911243231e-15,-4.565392299195627,3.4477353351776325e-06,6.328859247911501e-06,1.1534335051460236
632.0,-0.006224568252229731,0.00016438998401481302,1.8221211381954131e-13,-2.1945953953512878e-14,-4.536881069717108,3.4676511088534233e-06,5.735064184873261e-06,1.045214457436183
633.0,-0.0014180508156212746,0.0007832335109869436,-7.718904320406606e-14,-1.7035016234827534e-14,-4.503086465096274,3.4874185326635797e-06,5.414060894611901e-06,0.986711663212761
634.0,0.008542400194228545,-0.0010961625535354897,-2.629721075624855e-13,1.4756252354132311e-15,-4.4723358973198115,3.5070509691688393e-06,6.43639154762975e-06,1.1730312482023828
635.0,-0.0061506239399103544,0.00014201521841995077,-2.2023126165599614e-13,1.8882460052976124e-14,-4.4433451389422975,3.526556143492511e-06,5.842452491925619e-06,1.0647859578540464
636.0,-0.001661449868830522,0.0008089597307982982,5.751693765406842e-15,1.9535288815690662e-14,-4.409032694200963,3.5459106947618797e-06,5.494195313072922e-06,1.0013161471407035
637.0,0.008704743677930766,-0.0010930109665767843,2.2460510945752807e-13,4.460158078494814e-15,-4.377672237486926,3.5651275814663873e-06,6.5410456262761106e-06,1.1921044359653645
638.0,-0.005964173839441101,9.962526670143689e-05,2.499374118795884e-13,-1.460280133262937e-14,-4.34824456021505,3.5842152880245914e-06,5.960952316882091e-06,1.0863825304913408
639.0,-0.0020599607633039964,0.0008465859907005626,8.122038145433277e-14,-2.1435080271293724e-14,-4.313450182137564,3.60315025596163e-06,5.571625377075015e-06,1.0154277629354596
640.0,0.008898034756603801,-0.001080352536585129,-1.5455363485125023e-13,-1.1127997392099236e-14,-4.281434910929904,3.6219446848618843e-06,6.639803093113743e-06,1.2101029672443564
641.0,-0.0056456538840023345,3.5950355493852515e-05,-2.6407263996788216e-13,8.220104590031544e-15,-4.251609305859002,3.6406081868122785e-06,6.0895766229890865e-06,1.1098242880701532
642.0,-0.002614269208567808,0.0008942352044468549,-1.654455280213566e-13,2.0732805157099024e-14,-4.216376819683027,3.6591170269564823e-06,5.644760561017539e-06,1.0287566375809434
643.0,0.009097208823684188,-0.0010545794019373362,5.705757462330473e-14,1.662631603359133e-14,-4.183659092845122,3.6774822444592993e-06,6.7268074141830046e-06,1.2259594897364445
644.0,-0.005168345066351023,-5.0247868877875046e-05,2.4025049335354137e-13,4.282593231877734e-16,-4.1534673596072285,3.6957149278011353e-06,6.224982905745567e-06,1.13450205972231
645.0,-0.003319302445605138,0.0009485624458317819,2.2672314137392868e-13,-1.5936795354820288e-14,-4.117851865446601,3.71379126802748e-06,5.710106043532864e-06,1.0406658404863458
646.0,0.009263648537326407,-0.0010106984984058066,5.127462660305801e-14,-2.0301599199767537e-14,-4.084381977272449,3.731720683812212e-06,6.792350887425651e-06,1.2379047764177147
647.0,-0.004498932920261547,-0.00015987997120072095,-1.6994193404684425e-13,-9.302628519147294e-15,-4.053844170539097,3.749516046259836e-06,6.36051194684915e-06,1.15920220406203
648.0,-0.004160782036387328,0.0010043357544469052,-2.5120093237661415e-13,7.802328654619706e-15,-4.017915488473819,3.767153690775364e-06,5.761553950972698e-06,1.050042212733894
649.0,0.009342514279107792,-0.0009422993507361381,-1.621040752670108e-13,1.9415864164903484e-14,-3.9836434252474295,3.7846408895013437e-06,6.822357400714902e-06,1.2433734582835427
650.0,-0.003599298871224908,-0.00029304045415498716,4.1633327255156216e-14,1.6240291520883086e-14,-3.952762095908843,3.8019925269118597e-06,6.485908237832322e-06,1.1820556564418976
651.0,-0.00511018673045951,0.0010539188689767428,2.1228897486815354e-13,2.4578270905195995e-15,-3.916607970490163,3.819185456750319e-06,5.790559095417257e-06,1.0553283953006802
652.0,0.00926002515178912,-0.0008416890001341003,2.254752479901228e-13,-1.200169752988742e-14,-3.88148696486942,3.8362242141543546e-06,6.799184323996813e-06,1.2391501690528992
653.0,-0.0024306153374149277,-0.0004482127458879543,1.1129102437531281e-13,-1.9366694867683186e-14,-3.8502400069076077,3.853125805224677e-06,6.588675953731568e-06,1.2007850549199306
654.0,-0.0061174354425496975,0.0010866789966156212,-7.362563061993861e-14,-1.3234170041549658e-14,-3.813968383432485,3.86986817293585e-06,5.788399873838566e-06,1.0549348775407903
655.0,0.008921634653437519,-0.0007004082807629487,-2.118901773978354e-13,-1.7421667489707553e-15,-3.777961357174003,3.8864524788035045e-06,6.70500969431377e-06,1.221986859054026
656.0,-0.000961888556608095,-0.0006209771186609824,-2.137684403923885e-13,1.189538849509929e-14,-3.7462935095724013,3.90289777073715e-06,6.658105542377099e-06,1.2134385854623722
657.0,-0.007100699099903645,0.0010884703671278759,-1.0928714792059598e-13,1.890846297382288e-14,-3.7100324273216843,3.919183885584985e-06,5.751999945214578e-06,1.0483009968341392
658.0,0.008213894075269476,-0.0005105738194149845,7.324580076132942e-14,1.4042176999098755e-14,-3.67312287217567,3.935307976713118e-06,6.529206606196897e-06,1.1899467766001373
659.0,0.0008135630808197991,-0.0008020199724425659,2.2083707489065724e-13,1.41970829206156e-15,-3.640936765572835,3.951290778879792e-06,6.691961166742591e-06,1.21960876715723
660.0,-0.007934371674924163,0.0010416883275314998,2.330512545502651e-13,-1.2303045107102446e-14,-3.6048290379782806,3.967115077149257e-06,5.693786657106188e-06,1.0376916351279053
661.0,0.0070163549311695736,-0.00026775179511639606,1.2488487396030372e-13,-2.006635914996018e-14,-3.5670378207806124,3.9827734814230295e-06,6.2800290181772645e-06,1.1445342042083337
662.0,0.0028503172544342087,-0.0009745622091561899,-5.2805876898020425e-14,-1.5698097498465048e-14,-3.5341875332122306,3.9982876811469475e-06,6.7028128825273995e-06,1.2215864904852771
663.0,-0.008441243906910943,0.0009269889601698456,-2.218590631823737e-13,-3.3459209736460105e-15,-3.4983756912387336,4.013644675837563e-06,5.651769702700614e-06,1.0300340524424356
664.0,0.005233315742235341,2.4094552444307158e-05,-2.4316329482277745e-13,1.0032441567738604e-14,-3.459783259083875,4.028832259399126e-06,5.997007455324122e-06,1.0929535732468645
665.0,0.005014395986688076,-0.0011123828607729554,-1.6482881702445524e-13,2.000780285955911e-14,-3.426076721846978,4.0438718796888535e-06,6.7170014933608365e-06,1.2241723623597645
666.0,-0.008402830744998984,0.0007280958487465999,1.3894461358547634e-14,1.744949127116168e-14,-3.390673546490097,4.058756088889558e-06,5.687117976691906e-06,1.0364762692738643
667.0,0.0028500120138950464,0.00034655701882508634,1.8391654521607263e-13,7.983059906656873e-15,-3.3514417029607317,4.07346808010513e-06,5.7520327942947805e-06,1.048306983573334
668.0,0.007056275676747835,-0.0011810828944982,2.5592520330749744e-13,-6.7410351811707434e-15,-3.31666026628241,4.088027389509043e-06,6.757930928410635e-06,1.231631744830423
669.0,-0.007602364312950391,0.00043964031155865245,2.1313484452566685e-13,-1.690106991009726e-14,-3.2817054825415584,4.10243325615103e-06,5.851335874144764e-06,1.0664049527296176
670.0,-6.7581061614085404e-06,0.0006633258161700569,7.761918436240054e-14,-2.0521553421052838e-14,-3.2420869885635777,4.1166652075090765e-06,5.617993325053769e-06,1.0238783134483678
671.0,0.00862311527742135,-0.0011445764745151542,-8.356912105114679e-14,-1.4509325641514617e-14,-3.206025273486954,4.130738856953366e-06,6.812393741723096e-06,1.2415575831526824
672.0,-0.005892612602177107,7.430790573430623e-05,-2.2591238973724627e-13,-3.897224674694026e-15,-3.171440426496265,4.144660687565578e-06,6.130277047689996e-06,1.1172419334442694
673.0,-0.0030471114408557537,0.0009230953728023259,-2.479653910430346e-13,9.139811000263486e-15,-3.1317665361393785,4.1584083597175955e-06,5.603607212058748e-06,1.0212564468390337
674.0,0.009316289882667705,-0.0009743254461221389,-1.9124775365023125e-13,1.7637124124599537e-14,-3.094284515575181,4.171991495169841e-06,6.804103322882835e-06,1.2400466557505274
675.0,-0.0032548439291625714,-0.00033512982257313323,-5.3776274037557006e-14,1.9403846204127295e-14,-3.059843952259367,4.185423445159272e-06,6.428287054558958e-06,1.1715542057396104
676.0,-0.005845100569885642,0.0010672718781110997,1.0032609248659742e-13,1.2391929739481642e-14,-3.020490634459682,4.198682643921891e-06,5.6303105574957084e-06,1.0261231269341302
677.0,0.008760194570174724,-0.0006573844250831308,2.113284466375532e-13,3.8982305338461435e-15,-2.9815684932058297,4.211770984214941e-06,6.624617809623016e-06,1.2073354519501707
678.0,0.00015479077655152732,-0.0007361065918496378,2.324564204234496e-13,-7.022235279606653e-15,-2.9468941375645654,4.224707112755315e-06,6.6451182956345015e-06,1.211071661986004
679.0,-0.00786511236816327,0.0010385151769536085,2.0365720196112562e-13,-1.5218049721922613e-14,-2.9082288962113503,4.237473510552459e-06,5.632181495840502e-06,1.0264641051244192
680.0,0.006687967420511812,-0.00020776131244034553,1.1392322614649384e-13,-1.978611573376032e-14,-2.8680264582303256,4.250063429697475e-06,6.2394640892096955e-06,1.1371412529082234
681.0,0.003919113333252511,-0.0010525359560866452,-3.02007481818488e-14,-1.5854533651172774e-14,-2.832612212809812,4.2624978891586574e-06,6.764153059584263e-06,1.232765727162459
682.0,-0.008498026696193582,0.0007960387589328361,-1.4429189648189738e-13,-8.914757482294967e-15,-2.7949043818827914,4.274766820669028e-06,5.6850549131911315e-06,1.0361002763070712
683.0,0.0031379002607839564,0.0003123423785025083,-2.212748564723826e-13,5.991073774394703e-16,-2.7538147081688797,4.286855378784212e-06,5.800741965373079e-06,1.057184221591882
684.0,0.0072636768069333545,-0.0011887460078468769,-2.0487734810339907e-13,8.782767134914667e-15,-2.717112650767966,4.298782824042921e-06,6.833130157622363e-06,1.2453367913698268
685.0,-0.007242937816616266,0.00034746115568278207,-1.729381534509842e-13,1.336386504678538e-14,-2.680392055514291,4.310549075068615e-06,5.938353758041877e-06,1.0822639470447397
686.0,-0.0012939342637212307,0.0007819467686732458,-1.0903660229303223e-13,1.6729348598834328e-14,-2.6390320402644596,4.322133765967366e-06,5.572436769362946e-06,1.015575639039834
687.0,0.009173452882288326,-0.001064237200295543,-1.5814425566328806e-14,1.4391314720362948e-14,-2.6006191270075183,4.333549833780147e-06,6.843047905533573e-06,1.2471442992141757
688.0,-0.004024299371108914,-0.00022604396033910876,4.4767798935353676e-14,1.0567137007040022e-14,-2.564550243173351,4.344807568210117e-06,6.338919461012428e-06,1.1552669772465995
689.0,-0.005494598391022638,0.0010522837658136345,9.134111989494718e-14,8.119610862251781e-15,-2.5236445786297783,4.3558857369991575e-06,5.573089522852779e-06,1.015694603250647
690.0,0.008764384014425145,-0.0006579136076356839,1.579299490888355e-13,4.930272568977896e-15,-2.4834083518882824,4.366787278811859e-06,6.629739302476209e-06,1.2082688431383517
691.0,0.0006276416365304715,-0.0007829804033288365,1.900582749626951e-13,-5.717616006325389e-16,-2.4472935864824854,4.377530285833121e-06,6.663811613374778e-06,1.2144785159164484
692.0,-0.008153893972796849,0.000999159546240699,1.8080081401394218e-13,-5.220463487091162e-15,-2.4074897003522,4.388098563745242e-06,5.61707696967159e-06,1.02371130783819
693.0,0.005651891312170443,-3.6113544435671775e-05,1.4625635324547377e-13,-4.665820208445343e-15,-2.3657675767752946,4.398483691965391e-06,6.1013626369872865e-06,1.1119722870862683
694.0,0.0055139145788950916,-0.001143224795088399,1.4412033265911943e-13,-6.2991137476180385e-15,-2.3286930842976,4.4087060724321865e-06,6.83243166177499e-06,1.2452094906222502
695.0,-0.008089012465105601,0.0005794529777989252,1.2232308395604745e-13,-5.183282452612687e-15,-2.2903177964912995,4.418759994979334e-06,5.802232576428278e-06,1.0574558851993126
696.0,0.0004532757854778198,0.0006160567609819503,1.0105162886655384e-13,-3.266207606356792e-15,-2.247924720179273,4.428627822519741e-06,5.614969737692038e-06,1.0233272651737664
697.0,0.00882773083728961,-0.0011329566241837985,6.446717609514727e-14,8.14723399977926e-16,-2.209065213004092,4.438325066538525e-06,6.874687238049162e-06,1.2529105621020697
698.0,-0.004859132232740516,-9.925761054296903e-05,3.987071737765324e-14,5.6243800409278086e-15,-2.1718353134264743,4.447858880605639e-06,6.2486197329669506e-06,1.1388098674021045
699.0,-0.004962682531379313,0.0010289589646165617,-2.2781821504580766e-14,6.297861890967334e-15,-2.1298546998823107,4.457208410274447e-06,5.5349459443842395e-06,1.0087429426608974
700.0,0.008879022254126775,-0.0006926862584699896,-8.348419738234852e-14,6.3926739913258905e-15,-2.088879344739606,4.466378068378018e-06,6.6630316070034936e-06,1.214336359889963
701.0,0.0006703999623504024,-0.0007871916763465811,-1.2248264031115504e-13,8.817776237767375e-15,-2.051843402444889,4.4753851479539005e-06,6.6667213182722615e-06,1.2150088091316043
702.0,-0.00824883272728435,0.0009793814261026942,-1.336280434632779e-13,1.1941205280623987e-14,-2.0112358419311884,4.484213970491018e-06,5.613846426665525e-06,1.0231225419331431
703.0,0.005057433095766983,5.4089592267399576e-05,-1.475292312474064e-13,1.6763292143984858e-14,-1.9686000519690938,4.492855632569149e-06,6.031039511048896e-06,1.0991559095264876
704.0,0.0063549403084256495,-0.0011763162901363236,-1.1779473042931927e-13,1.7689188482431196e-14,-1.930464278856207,4.501329888137258e-06,6.8720641423583995e-06,1.2524325033653505
705.0,-0.007565933231817962,0.00042475335871525053,-6.149095460826712e-14,1.4147228910007135e-14,-1.8916106873614442,4.509633586152103e-06,5.902571077724225e-06,1.0757425597353396
706.0,-0.001276669346614516,0.0007782111485455964,-5.28892461185278e-14,1.1405601057603678e-14,-1.8485163305303631,4.51774811071405e-06,5.535578692086033e-06,1.0088582608202945
707.0,0.009290817308246406,-0.001023471924248537,-6.489667880172392e-14,9.988489734290156e-15,-1.808251828301914,4.525685884177338e-06,6.85400487462212e-06,1.2491412049386552
708.0,-0.002774628159448319,-0.00039699381921696884,-9.605150979189402e-14,1.0745591819805795e-14,-1.770524946313522,4.5334580460604175e-06,6.436257044128893e-06,1.173006734962576
709.0,-0.006856362522242379,0.0010702685186494234,-1.204984777460034e-13,1.2566875785354352e-14,-1.728404638385171,4.541045310321769e-06,5.5466765693980765e-06,1.010880847044176
710.0,0.0074221199506852315,-0.0003403399323073211,-1.2116448183508516e-13,1.5145126414709082e-14,-1.6859126717712096,4.548446045472676e-06,6.395172405403189e-06,1.1655190666487825
711.0,0.003950537970535362,-0.0010577379277996618,-1.0722010870002031e-13,1.793349284232825e-14,-1.6478296792704394,4.555679605807254e-06,6.8181271643067655e-06,1.2426024984285826
712.0,-0.008390863157112677,0.0007049303692954692,-9.08068584924635e-14,1.7973686082516902e-14,-1.6076390548646333,4.562736739348346e-06,5.742069945636375e-06,1.046491256125596
713.0,0.0011981757607356866,0.0005374057578861042,-7.914965288156772e-14,1.680485505288223e-14,-1.5640180266336985,4.569602387480762e-06,5.644707321239173e-06,1.028746934640529
714.0,0.008788254879125804,-0.0011415460962312034,-6.122679415796423e-14,1.4760890685912874e-14,-1.5240335933603064,4.576292513947216e-06,6.901825953516567e-06,1.2578565883100405
715.0,-0.004534608707497004,-0.00014936928128696025,-6.516386039513202e-14,1.394867194270976e-14,-1.4855413035053637,4.582813668884278e-06,6.2779081641269635e-06,1.144147678923868
716.0,-0.005665904921564028,0.0010523643624246672,-7.946428845426899e-14,1.4847328745670246e-14,-1.442540310224199,4.589146060211085e-06,5.506949053442551e-06,1.0036405141209168
717.0,0.008307089046009979,-0.0005311387415449618,-9.78620885653898e-14,1.6886223656280937e-14,-1.4000715085779953,4.595292024115865e-06,6.561228659644467e-06,1.1957827903118015
718.0,0.0026573861071218416,-0.0009637575096657755,-1.0180751578960984e-13,1.842609169173214e-14,-1.3617231929582452,4.601269648502154e-06,6.771307635672004e-06,1.23406964741909
719.0,-0.008511833697664513,0.0008086154864360089,-9.092736624103339e-14,1.871530075708394e-14,-1.3207146535649652,4.60706725565264e-06,5.688878565759137e-06,1.0367971363273714
720.0,0.002198046544564974,0.0004257255439013187,-7.405416040121107e-14,1.949207340475117e-14,-1.2767558196010376,4.612671894511734e-06,5.7201281412866165e-06,1.0424923660714804
721.0,0.008485041489983386,-0.0011684642281642003,-4.944499618367833e-14,1.816675050106233e-14,-1.2366516415142477,4.618100486055071e-06,6.916024251409989e-06,1.2604442256495376
722.0,-0.0050181505191817565,-7.37412482456003e-05,-3.0272357057510376e-14,1.5919208021069715e-14,-1.1976420839365773,4.623357835393032e-06,6.228950812319459e-06,1.1352252100102749
723.0,-0.005349558965192541,0.001040838161684374,-5.164744470131212e-14,1.5354207030957135e-14,-1.1541890462296958,4.6284244367587185e-06,5.49006407522071e-06,1.0005632297554667
724.0,0.00842016428006197,-0.0005584440163494006,-7.922316623506347e-14,1.5469483948578257e-14,-1.1114716491058265,4.633303519430381e-06,6.58892592174556e-06,1.2008306115473195
725.0,0.0026090791692525875,-0.0009600891948575203,-1.0869736322753323e-13,1.7330716136002142e-14,-1.0727782805093984,4.638012747887247e-06,6.772439908322698e-06,1.2342760039141727
726.0,-0.008507052160952969,0.0007986073809011189,-1.1673266077907234e-13,1.9142245938079863e-14,-1.0314494486677916,4.642540553104536e-06,5.694688190793782e-06,1.037855939486804
727.0,0.0019196528995013666,0.00045744754174066664,-1.1484958544003232e-13,2.1291099091605316e-14,-0.9871837143338986,4.646874042814533e-06,5.693518611996074e-06,1.0376427839528697
728.0,0.008670363442721112,-0.0011552916751595855,-8.173451799897522e-14,2.0166240641131955e-14,-0.9466637029288268,4.651029659804464e-06,6.919477617699299e-06,1.2610736010594816
729.0,-0.004527948652545563,-0.0001502905345127081,-5.6363976389763655e-14,1.86868143152084e-14,-0.907442043666545,4.655013103515649e-06,6.277106552720612e-06,1.1440015853834724
730.0,-0.005906711490521844,0.0010573873527771622,-5.838398306515033e-14,1.676830470602349e-14,-0.8638623799207398,4.658805243397906e-06,5.4924870693431414e-06,1.0010048200159085
